CustomerID,TotalOrder,TotalQuantity,TotalSpend,FirstPurchase,LastPurchase,AVGBasketSize,AVGOrderValue,DaysSinceLast
13510,4,1386,1791.56,2011-06-09,2011-12-08,346.5,447.89,1
13512,1,143,251.21,2011-03-24,2011-03-24,143.0,251.21,260
13513,1,109,205.1,2011-08-05,2011-08-05,109.0,205.1,126
13514,1,40,152.2,2011-09-27,2011-09-27,40.0,152.2,73
13515,4,681,891.12,2011-04-06,2011-09-28,170.25,222.78,72
13516,3,985,1389.41,2011-04-15,2011-11-18,328.3333333333333,463.1366666666667,21
13517,3,1369,2128.42,2011-06-13,2011-10-11,456.3333333333333,709.4733333333334,59
13518,1,382,627.16,2011-09-15,2011-09-15,382.0,627.16,85
13519,1,23,122.75,2011-09-22,2011-09-22,23.0,122.75,78
13520,6,1633,2984.35,2010-12-03,2011-10-12,272.1666666666667,497.39166666666665,58
13521,3,715,1070.47,2011-11-29,2011-12-08,238.33333333333334,356.8233333333333,1
13522,1,44,125.8,2011-11-09,2011-11-09,44.0,125.8,30
13523,5,1752,3964.88,2010-12-08,2011-11-06,350.4,792.976,33
13524,5,324,680.18,2011-05-04,2011-10-30,64.8,136.036,40
13525,2,394,628.78,2011-04-05,2011-11-25,197.0,314.39,14
13527,7,1683,2242.36,2011-01-17,2011-11-06,240.42857142857142,320.33714285714285,33
13529,2,74,307.76,2011-05-19,2011-09-22,37.0,153.88,78
13531,2,174,483.8,2010-12-08,2011-05-18,87.0,241.9,205
13532,1,129,210.31,2011-11-06,2011-11-06,129.0,210.31,33
13533,3,202,269.09,2011-03-17,2011-06-10,67.33333333333333,89.69666666666666,182
13534,25,2961,5870.08,2010-12-16,2011-12-07,118.44,234.8032,2
13536,7,2126,3444.39,2011-09-25,2011-12-08,303.7142857142857,492.05571428571426,1
13538,7,175,1280.85,2011-01-28,2011-10-27,25.0,182.97857142857143,43
13539,3,320,631.34,2011-02-03,2011-09-15,106.66666666666667,210.4466666666667,85
13544,2,112,276.06,2011-04-13,2011-10-31,56.0,138.03,39
13546,3,357,621.09,2011-05-23,2011-11-27,119.0,207.03,12
13548,2,436,678.16,2011-04-10,2011-09-04,218.0,339.08,96
13549,7,458,918.2,2011-04-11,2011-11-14,65.42857142857143,131.17142857142858,25
13551,1,12,91.80000000000001,2011-01-24,2011-01-24,12.0,91.80000000000001,319
13552,12,1417,3740.07,2011-01-28,2011-10-04,118.08333333333333,311.6725,66
13555,4,2636,4098.88,2011-05-22,2011-09-27,659.0,1024.72,73
13557,2,546,584.06,2011-03-04,2011-11-11,273.0,292.03,28
13558,4,338,594.52,2011-10-02,2011-12-04,84.5,148.63,5
13560,1,63,171.42000000000002,2011-12-02,2011-12-02,63.0,171.42000000000002,7
13561,1,83,141.85999999999999,2011-05-08,2011-05-08,83.0,141.85999999999999,215
13562,3,757,1799.3300000000002,2011-04-08,2011-09-19,252.33333333333334,599.7766666666668,81
13563,2,209,777.53,2011-07-22,2011-09-16,104.5,388.765,84
13564,2,635,1174.03,2010-12-06,2010-12-20,317.5,587.015,354
13565,2,172,240.22,2011-01-09,2011-11-20,86.0,120.11,19
13566,2,567,856.84,2011-09-18,2011-10-30,283.5,428.42,40
13568,1,66,187.05,2011-06-19,2011-06-19,66.0,187.05,173
13569,2,155,337.12,2010-12-07,2011-11-22,77.5,168.56,17
13570,1,161,239.49,2011-04-10,2011-04-10,161.0,239.49,243
13571,12,1757,2088.94,2011-03-31,2011-11-27,146.41666666666666,174.07833333333335,12
13572,1,534,1384.25,2011-05-18,2011-05-18,534.0,1384.25,205
13573,2,302,290.25,2011-03-31,2011-10-20,151.0,145.125,50
13575,5,449,732.07,2011-06-16,2011-11-16,89.8,146.41400000000002,23
13576,18,2646,6717.34,2010-12-01,2011-11-29,147.0,373.18555555555554,10
13577,4,791,1687.6000000000001,2011-04-12,2011-11-14,197.75,421.90000000000003,25
13579,2,176,467.04,2010-12-05,2011-11-25,88.0,233.52,14
13581,1,30,118.0,2011-02-03,2011-02-03,30.0,118.0,309
13583,1,725,781.03,2011-07-07,2011-07-07,725.0,781.03,155
13584,1,37,142.4,2011-02-06,2011-02-06,37.0,142.4,306
13587,1,180,712.4,2011-10-07,2011-10-07,180.0,712.4,63
13588,9,2606,2478.95,2011-03-29,2011-11-24,289.55555555555554,275.43888888888887,15
13589,2,114,379.65,2011-06-13,2011-11-25,57.0,189.825,14
13590,6,1848,1981.92,2011-02-09,2011-11-28,308.0,330.32,11
13591,3,485,1117.13,2011-03-18,2011-10-06,161.66666666666666,372.3766666666667,64
13592,4,84,247.96,2011-03-20,2011-11-04,21.0,61.99,35
13593,5,719,2011.88,2011-01-07,2011-08-23,143.8,402.37600000000003,108
13594,1,359,396.97,2011-10-18,2011-10-18,359.0,396.97,52
13596,2,384,664.11,2011-11-27,2011-12-04,192.0,332.055,5
13598,1,52,160.04,2011-10-23,2011-10-23,52.0,160.04,47
13599,21,3293,5149.92,2010-12-08,2011-12-08,156.8095238095238,245.2342857142857,1
13600,1,324,219.52,2011-01-31,2011-01-31,324.0,219.52,312
13601,2,548,693.32,2011-05-12,2011-10-25,274.0,346.66,45
13602,1,267,428.89,2011-10-06,2011-10-06,267.0,428.89,64
13603,1,164,164.34,2011-11-13,2011-11-13,164.0,164.34,26
13606,3,276,276.75,2011-02-01,2011-11-10,92.0,92.25,29
13607,1,288,675.51,2011-10-30,2011-10-30,288.0,675.51,40
13610,7,488,1082.33,2011-02-27,2011-11-27,69.71428571428571,154.6185714285714,12
13611,3,754,1154.4,2010-12-15,2011-09-11,251.33333333333334,384.8,89
13614,4,564,1585.46,2011-01-13,2011-11-15,141.0,396.365,24
13615,1,189,417.69,2011-01-25,2011-01-25,189.0,417.69,318
13617,3,300,544.18,2011-06-12,2011-10-30,100.0,181.39333333333332,40
13618,1,246,177.34,2011-06-19,2011-06-19,246.0,177.34,173
13621,1,343,213.85,2011-08-15,2011-08-15,343.0,213.85,116
13623,5,286,727.74,2011-02-15,2011-11-09,57.2,145.548,30
13626,1,209,257.23,2011-04-01,2011-04-01,209.0,257.23,252
13627,5,1269,1638.47,2010-12-17,2011-10-11,253.8,327.694,59
13629,11,4372,7792.36,2011-01-05,2011-11-16,397.45454545454544,708.3963636363636,23
13630,7,1391,2031.78,2011-02-27,2011-12-04,198.71428571428572,290.2542857142857,5
13631,11,467,3070.42,2011-03-17,2011-09-01,42.45454545454545,279.1290909090909,99
13632,5,1031,2118.93,2011-04-10,2011-11-15,206.2,423.78599999999994,24
13634,5,700,1547.36,2011-01-16,2011-11-06,140.0,309.472,33
13635,1,677,1071.03,2011-10-03,2011-10-03,677.0,1071.03,67
13636,5,592,949.12,2011-02-27,2011-11-03,118.4,189.824,36
13637,3,404,803.05,2011-04-27,2011-10-18,134.66666666666666,267.68333333333334,52
13638,1,93,122.64,2011-11-24,2011-11-24,93.0,122.64,15
13639,1,800,1033.34,2011-09-26,2011-09-26,800.0,1033.34,74
13642,1,151,312.28,2011-05-08,2011-05-08,151.0,312.28,215
13643,3,273,519.44,2011-06-07,2011-11-08,91.0,173.14666666666668,31
13644,4,2067,2624.26,2011-08-26,2011-11-23,516.75,656.065,16
13645,1,158,252.1,2011-08-11,2011-08-11,158.0,252.1,120
13647,4,887,1648.1200000000001,2011-04-19,2011-11-30,221.75,412.03000000000003,9
13649,2,139,346.6,2010-12-08,2011-03-28,69.5,173.3,256
13650,6,922,1836.34,2011-03-17,2011-11-23,153.66666666666666,306.0566666666667,16
13651,1,32,79.2,2011-10-31,2011-10-31,32.0,79.2,39
13652,3,578,1095.08,2010-12-06,2011-10-25,192.66666666666666,365.02666666666664,45
13654,6,2182,2707.33,2011-03-11,2011-10-27,363.6666666666667,451.22166666666664,43
13655,2,605,932.97,2011-04-12,2011-08-17,302.5,466.485,114
13656,2,490,379.65,2011-01-06,2011-06-28,245.0,189.825,164
13657,2,209,382.14,2011-05-22,2011-11-29,104.5,191.07,10
13658,5,1019,2639.17,2011-05-19,2011-11-30,203.8,527.8340000000001,9
13659,2,882,1563.0,2011-01-23,2011-05-18,441.0,781.5,205
13662,3,533,881.26,2011-03-25,2011-09-15,177.66666666666666,293.75333333333333,85
13663,1,91,189.47,2011-06-13,2011-06-13,91.0,189.47,179
13666,3,41,84.65,2011-02-25,2011-10-10,13.666666666666666,28.21666666666667,60
13667,1,149,299.05,2011-07-13,2011-07-13,149.0,299.05,149
13668,21,3722,6309.83,2010-12-12,2011-12-07,177.23809523809524,300.46809523809526,2
13669,2,237,218.55,2011-07-13,2011-10-20,118.5,109.275,50
13670,1,282,349.7,2011-09-25,2011-09-25,282.0,349.7,75
13672,2,57,186.39,2011-01-11,2011-02-11,28.5,93.195,301
13673,2,114,387.44,2011-11-07,2011-11-21,57.0,193.72,18
13675,2,330,486.82,2011-02-28,2011-07-11,165.0,243.41,151
13678,1,924,232.6,2011-07-11,2011-07-11,924.0,232.6,151
13680,4,1934,3719.12,2011-01-04,2011-12-08,483.5,929.78,1
13681,4,360,827.83,2011-07-07,2011-11-22,90.0,206.9575,17
13682,1,10,59.5,2011-06-05,2011-06-05,10.0,59.5,187
13684,1,38,65.13,2011-02-27,2011-02-27,38.0,65.13,285
13685,7,5056,3119.44,2011-10-10,2011-12-07,722.2857142857143,445.63428571428574,2
13686,1,70,72.0,2011-06-10,2011-06-10,70.0,72.0,182
13689,1,512,910.0,2011-10-07,2011-10-07,512.0,910.0,63
13690,1,67,172.25,2011-10-11,2011-10-11,67.0,172.25,59
13692,3,1226,1488.32,2011-04-17,2011-11-15,408.6666666666667,496.1066666666666,24
13694,50,63312,65039.62,2010-12-01,2011-12-06,1266.24,1300.7924,3
13695,15,1603,2504.13,2011-03-25,2011-11-08,106.86666666666666,166.942,31
13697,1,177,151.3,2011-11-01,2011-11-01,177.0,151.3,38
13699,1,66,308.58,2011-07-07,2011-07-07,66.0,308.58,155
13700,10,2281,2248.63,2011-01-16,2011-11-13,228.1,224.863,26
13703,1,10,99.5,2011-01-25,2011-01-25,10.0,99.5,318
13704,9,1531,2308.06,2011-09-12,2011-12-04,170.11111111111111,256.4511111111111,5
13705,3,363,711.86,2010-12-01,2011-12-02,121.0,237.28666666666666,7
13706,1,189,330.79,2011-02-10,2011-02-10,189.0,330.79,302
13707,2,351,806.41,2011-01-28,2011-03-17,175.5,403.205,267
13708,1,300,283.33,2011-03-13,2011-03-13,300.0,283.33,271
13709,13,3508,6307.65,2011-01-28,2011-12-06,269.84615384615387,485.20384615384614,3
13710,1,176,180.48,2011-11-08,2011-11-08,176.0,180.48,31
13711,2,140,252.06,2011-05-05,2011-05-05,70.0,126.03,218
13712,1,352,228.84,2011-04-07,2011-04-07,352.0,228.84,246
13715,5,562,1077.39,2010-12-02,2011-03-03,112.4,215.478,281
13716,1,138,138.28,2011-03-15,2011-03-15,138.0,138.28,269
13717,6,1959,1445.01,2011-02-14,2011-11-07,326.5,240.835,32
13718,2,173,306.55,2011-02-17,2011-04-07,86.5,153.275,246
13719,5,609,1041.68,2011-04-19,2011-11-24,121.8,208.336,15
13720,4,501,799.9,2011-03-30,2011-08-15,125.25,199.975,116
13721,1,316,524.14,2011-11-03,2011-11-03,316.0,524.14,36
13722,3,1401,2375.41,2011-03-02,2011-07-31,467.0,791.8033333333333,131
13723,1,43,199.85,2011-05-06,2011-05-06,43.0,199.85,217
13725,8,806,1980.56,2011-02-04,2011-10-21,100.75,247.57,49
13726,2,1054,1079.66,2011-08-31,2011-11-01,527.0,539.83,38
13727,2,162,333.48,2011-11-06,2011-11-11,81.0,166.74,28
13728,6,458,1016.14,2011-02-02,2011-11-03,76.33333333333333,169.35666666666665,36
13730,2,488,752.6,2011-07-01,2011-07-27,244.0,376.3,135
13731,2,278,610.59,2011-04-07,2011-05-04,139.0,305.295,219
13732,1,498,491.86,2011-11-11,2011-11-11,498.0,491.86,28
13735,4,1128,2883.54,2011-04-19,2011-11-15,282.0,720.885,24
13736,2,496,729.8,2011-03-24,2011-12-04,248.0,364.9,5
13737,1,125,339.6,2011-05-23,2011-05-23,125.0,339.6,200
13739,1,54,216.9,2011-11-21,2011-11-21,54.0,216.9,18
13740,1,425,350.75,2011-04-13,2011-04-13,425.0,350.75,240
13741,3,218,668.43,2011-05-06,2011-09-29,72.66666666666667,222.80999999999997,71
13742,12,1115,3107.87,2011-01-23,2011-11-23,92.91666666666667,258.9891666666667,16
13743,7,1776,1341.6,2011-03-25,2011-12-07,253.71428571428572,191.65714285714284,2
13744,2,1153,1080.52,2011-02-20,2011-09-05,576.5,540.26,95
13745,1,496,300.04,2011-06-30,2011-06-30,496.0,300.04,162
13747,1,8,79.6,2010-12-01,2010-12-01,8.0,79.6,373
13748,5,439,948.25,2010-12-01,2011-09-05,87.8,189.65,95
13750,5,516,1647.26,2011-01-07,2011-10-17,103.2,329.452,53
13751,1,152,296.25,2011-02-24,2011-02-24,152.0,296.25,288
13752,6,874,1175.38,2011-04-07,2011-08-07,145.66666666666666,195.89666666666668,124
13753,1,512,741.26,2011-02-25,2011-02-25,512.0,741.26,287
13754,2,214,282.6,2011-01-26,2011-07-11,107.0,141.3,151
13755,9,1242,2108.06,2011-10-07,2011-12-06,138.0,234.2288888888889,3
13756,14,3188,5189.52,2010-12-07,2011-12-07,227.71428571428572,370.68,2
13758,7,1844,3190.55,2010-12-01,2011-11-28,263.42857142857144,455.79285714285714,11
13759,2,287,659.41,2011-09-29,2011-11-06,143.5,329.705,33
13760,2,197,286.79,2011-03-28,2011-10-16,98.5,143.395,54
13761,2,642,1070.65,2011-06-13,2011-10-20,321.0,535.325,50
13762,1,272,306.72,2011-05-05,2011-05-05,272.0,306.72,218
13763,1,728,1714.96,2011-10-07,2011-10-07,728.0,1714.96,63
13764,3,923,1516.42,2011-01-06,2011-09-30,307.6666666666667,505.47333333333336,70
13767,37,7322,17220.36,2010-12-01,2011-12-07,197.8918918918919,465.41513513513513,2
13769,10,1163,2796.5099999999998,2010-12-07,2011-12-07,116.3,279.65099999999995,2
13771,4,1477,2634.45,2011-04-06,2011-10-06,369.25,658.6125,64
13772,3,540,1122.63,2011-04-14,2011-11-06,180.0,374.21000000000004,33
13774,1,192,345.0,2011-09-19,2011-09-19,192.0,345.0,81
13777,33,12897,25977.16,2010-12-01,2011-12-09,390.8181818181818,787.1866666666666,0
13778,1,70,178.7,2011-08-28,2011-08-28,70.0,178.7,103
13780,2,318,360.01,2011-06-22,2011-12-02,159.0,180.005,7
13781,1,30,127.84,2011-04-03,2011-04-03,30.0,127.84,250
13782,6,369,908.86,2011-01-16,2011-11-27,61.5,151.47666666666666,12
13784,11,2493,2462.79,2011-01-11,2011-11-30,226.63636363636363,223.89,9
13786,1,136,230.4,2010-12-07,2010-12-07,136.0,230.4,367
13787,2,337,309.04,2010-12-10,2011-09-25,168.5,154.52,75
13790,1,748,348.8,2011-12-05,2011-12-05,748.0,348.8,4
13791,2,1200,1516.0,2011-06-24,2011-08-04,600.0,758.0,127
13792,2,92,195.55,2011-02-25,2011-10-04,46.0,97.775,66
13798,57,23948,37153.85,2010-12-02,2011-12-08,420.140350877193,651.8219298245614,1
13799,2,402,688.86,2011-02-18,2011-08-15,201.0,344.43,116
13800,1,331,558.3199999999999,2011-02-03,2011-02-03,331.0,558.3199999999999,309
13801,1,168,324.8,2011-10-04,2011-10-04,168.0,324.8,66
13802,3,2572,4599.42,2011-02-01,2011-07-24,857.3333333333334,1533.14,138
13803,1,121,277.07,2011-03-29,2011-03-29,121.0,277.07,255
13804,7,1462,2588.39,2011-02-23,2011-11-09,208.85714285714286,369.77,30
13805,2,1900,924.5999999999999,2011-08-02,2011-10-18,950.0,462.29999999999995,52
13806,1,56,256.38,2011-10-07,2011-10-07,56.0,256.38,63
13807,1,36,112.6,2010-12-07,2010-12-07,36.0,112.6,367
13808,5,782,1747.66,2011-09-04,2011-12-04,156.4,349.53200000000004,5
13809,1,29,155.05,2011-02-07,2011-02-07,29.0,155.05,305
13810,2,307,827.51,2011-10-14,2011-11-11,153.5,413.755,28
13811,2,63,519.75,2011-04-14,2011-06-09,31.5,259.875,183
13812,3,330,485.0,2011-08-26,2011-10-28,110.0,161.66666666666666,42
13813,4,541,1168.8600000000001,2011-07-28,2011-10-31,135.25,292.21500000000003,39
13814,2,864,1579.12,2011-07-25,2011-09-08,432.0,789.56,92
13815,4,2540,3667.36,2011-01-25,2011-11-17,635.0,916.84,22
13816,2,265,499.67,2011-10-06,2011-11-16,132.5,249.835,23
13817,2,208,328.98,2010-12-23,2011-11-10,104.0,164.49,29
13819,3,1109,1140.35,2011-01-24,2011-02-11,369.6666666666667,380.1166666666666,301
13821,2,153,385.64,2011-03-23,2011-07-18,76.5,192.82,144
13822,2,611,632.0,2011-10-30,2011-12-04,305.5,316.0,5
13823,2,439,957.66,2011-09-09,2011-11-21,219.5,478.83,18
13824,5,768,1698.94,2011-02-02,2011-11-07,153.6,339.788,32
13826,1,82,189.5,2011-06-16,2011-06-16,82.0,189.5,176
13827,3,138,409.8,2011-07-19,2011-10-13,46.0,136.6,57
13828,1,311,209.49,2011-11-17,2011-11-17,311.0,209.49,22
13831,6,743,2198.45,2010-12-05,2011-11-23,123.83333333333333,366.4083333333333,16
13832,1,28,52.2,2011-11-20,2011-11-20,28.0,52.2,19
13833,1,117,383.85,2011-07-03,2011-07-03,117.0,383.85,159
13835,4,442,834.57,2011-05-08,2011-11-14,110.5,208.6425,25
13837,2,182,266.59,2011-01-26,2011-05-12,91.0,133.295,211
13838,4,254,674.82,2010-12-05,2011-12-04,63.5,168.705,5
13841,1,100,85.0,2011-04-01,2011-04-01,100.0,85.0,252
13842,9,1768,3385.62,2010-12-08,2011-10-12,196.44444444444446,376.18,58
13844,1,196,361.62,2011-11-28,2011-11-28,196.0,361.62,11
13845,1,182,312.98,2011-10-06,2011-10-06,182.0,312.98,64
13846,3,388,865.06,2010-12-14,2011-11-15,129.33333333333334,288.3533333333333,24
13848,3,3700,1255.0,2010-12-08,2011-09-08,1233.3333333333333,418.3333333333333,92
13849,2,1016,1537.95,2011-06-22,2011-10-19,508.0,768.975,51
13850,1,944,1595.48,2011-08-02,2011-08-02,944.0,1595.48,129
13851,3,1705,2651.46,2011-02-24,2011-09-05,568.3333333333334,883.82,95
13853,1,312,1090.1399999999999,2011-10-13,2011-10-13,312.0,1090.1399999999999,57
13854,25,2296,8109.5199999999995,2010-12-09,2011-12-01,91.84,324.38079999999997,8
13856,3,494,388.5,2011-05-20,2011-06-24,164.66666666666666,129.5,168
13858,1,75,216.17000000000002,2011-10-13,2011-10-13,75.0,216.17000000000002,57
13859,1,129,201.16,2011-01-17,2011-01-17,129.0,201.16,326
13860,5,591,1245.9,2011-09-14,2011-12-08,118.2,249.18,1
13862,8,1688,2209.36,2011-01-11,2011-11-21,211.0,276.17,18
13863,1,224,305.78,2011-04-06,2011-04-06,224.0,305.78,247
13865,4,204,501.56,2011-02-23,2011-10-12,51.0,125.39,58
13866,1,57,145.67,2011-09-26,2011-09-26,57.0,145.67,74
13867,3,501,1005.09,2011-05-05,2011-11-08,167.0,335.03000000000003,31
13868,2,1964,3192.54,2011-11-01,2011-12-02,982.0,1596.27,7
13869,4,1709,3083.65,2010-12-17,2011-08-08,427.25,770.9125,123
13870,8,1325,2770.94,2011-02-25,2011-12-07,165.625,346.3675,2
13871,13,2806,6403.25,2011-02-04,2011-11-17,215.84615384615384,492.5576923076923,22
13873,3,140,389.6,2011-02-03,2011-08-12,46.666666666666664,129.86666666666667,119
13874,1,180,540.45,2010-12-16,2010-12-16,180.0,540.45,358
13875,5,1316,1786.79,2011-02-11,2011-10-17,263.2,357.358,53
13876,1,36,122.7,2011-10-07,2011-10-07,36.0,122.7,63
13877,1,108,117.24,2011-09-14,2011-09-14,108.0,117.24,86
13878,1,463,1271.57,2011-10-16,2011-10-16,463.0,1271.57,54
13880,13,1842,3219.77,2010-12-07,2011-11-18,141.69230769230768,247.67461538461538,21
13881,20,10118,17159.52,2011-02-01,2011-12-06,505.9,857.976,3
13882,5,953,1191.13,2011-10-06,2011-12-07,190.6,238.22600000000003,2
13883,5,1436,2674.48,2011-03-31,2011-11-29,287.2,534.896,10
13884,5,300,787.6,2011-03-01,2011-12-02,60.0,157.52,7
13885,2,182,506.8,2011-05-23,2011-06-03,91.0,253.4,189
13886,1,126,243.56,2011-09-29,2011-09-29,126.0,243.56,71
13887,1,147,349.55,2011-05-19,2011-05-19,147.0,349.55,204
13888,2,254,595.67,2011-05-05,2011-08-12,127.0,297.835,119
13889,1,146,416.9,2011-09-08,2011-09-08,146.0,416.9,92
13890,10,831,1883.81,2010-12-16,2011-12-08,83.1,188.381,1
13892,4,983,632.97,2011-04-07,2011-11-13,245.75,158.2425,26
13893,1,190,821.1,2011-02-15,2011-02-15,190.0,821.1,297
13894,3,354,564.62,2011-02-02,2011-11-16,118.0,188.20666666666668,23
13895,4,1365,2593.07,2011-06-28,2011-11-11,341.25,648.2675,28
13897,1,200,311.16,2011-10-20,2011-10-20,200.0,311.16,50
13898,1,133,155.93,2011-01-18,2011-01-18,133.0,155.93,325
13899,2,156,388.52,2011-03-10,2011-11-23,78.0,194.26,16
13900,3,430,740.95,2011-03-22,2011-06-09,143.33333333333334,246.98333333333335,183
13901,5,1739,2867.2,2011-01-25,2011-09-28,347.8,573.4399999999999,72
13904,2,332,332.64,2011-02-18,2011-11-02,166.0,166.32,37
13908,4,1477,2319.55,2011-03-08,2011-09-21,369.25,579.8875,79
13911,9,2731,2580.91,2011-02-04,2011-10-13,303.44444444444446,286.7677777777778,57
13914,2,380,626.45,2011-11-03,2011-11-28,190.0,313.225,11
13917,2,228,272.04,2011-06-01,2011-10-21,114.0,136.02,49
13918,2,1140,1212.84,2011-03-31,2011-10-21,570.0,606.42,49
13919,2,472,348.81,2011-08-10,2011-10-11,236.0,174.405,59
13922,1,93,172.25,2010-12-23,2010-12-23,93.0,172.25,351
13923,1,185,351.13,2011-10-17,2011-10-17,185.0,351.13,53
13924,6,1575,1838.85,2011-09-28,2011-12-08,262.5,306.47499999999997,1
13925,4,331,678.25,2011-07-28,2011-09-08,82.75,169.5625,92
13926,1,104,223.85,2011-11-16,2011-11-16,104.0,223.85,23
13927,1,214,348.99,2011-09-26,2011-09-26,214.0,348.99,74
13928,4,129,464.57,2011-07-29,2011-11-29,32.25,116.1425,10
13929,2,143,842.65,2011-01-17,2011-06-23,71.5,421.325,169
13930,2,274,337.34,2011-07-26,2011-10-13,137.0,168.67,57
13931,2,725,1237.53,2011-03-04,2011-09-05,362.5,618.765,95
13932,1,72,307.4,2011-02-18,2011-02-18,72.0,307.4,294
13933,2,205,608.79,2011-07-14,2011-08-22,102.5,304.395,109
13934,1,390,922.1,2011-03-21,2011-03-21,390.0,922.1,263
13936,1,330,376.58,2011-06-13,2011-06-13,330.0,376.58,179
13937,1,123,158.85,2011-06-23,2011-06-23,123.0,158.85,169
13938,1,70,71.66,2011-11-04,2011-11-04,70.0,71.66,35
13939,3,847,568.55,2011-02-01,2011-11-16,282.3333333333333,189.51666666666665,23
13940,4,516,839.14,2011-07-18,2011-11-22,129.0,209.785,17
13941,5,2364,5112.96,2010-12-02,2011-11-18,472.8,1022.592,21
13946,3,443,561.57,2011-03-17,2011-09-21,147.66666666666666,187.19000000000003,79
13947,1,44,90.6,2011-10-05,2011-10-05,44.0,90.6,65
13948,1,40,102.0,2010-12-14,2010-12-14,40.0,102.0,360
13949,6,2474,2427.3199999999997,2011-09-06,2011-12-07,412.3333333333333,404.5533333333333,2
13950,4,323,745.06,2011-04-07,2011-11-28,80.75,186.265,11
13951,3,459,674.45,2011-02-18,2011-06-16,153.0,224.8166666666667,176
13952,2,1430,3251.07,2011-04-15,2011-05-06,715.0,1625.535,217
13953,7,2724,3515.68,2010-12-22,2011-12-02,389.14285714285717,502.23999999999995,7
13954,2,150,439.92,2011-09-30,2011-12-08,75.0,219.96,1
13955,2,154,322.96,2011-02-07,2011-07-08,77.0,161.48,154
13956,5,486,1019.27,2011-03-13,2011-12-04,97.2,203.85399999999998,5
13959,3,355,594.04,2010-12-12,2011-09-21,118.33333333333333,198.01333333333332,79
13960,2,142,230.22,2011-09-29,2011-11-18,71.0,115.11,21
13962,2,87,169.54999999999998,2011-04-08,2011-11-18,43.5,84.77499999999999,21
13963,4,460,664.54,2010-12-07,2011-02-04,115.0,166.135,308
13967,1,42,80.7,2011-07-17,2011-07-17,42.0,80.7,145
13969,18,4528,9024.17,2010-12-09,2011-12-02,251.55555555555554,501.34277777777777,7
13971,8,1844,2758.2599999999998,2011-02-27,2011-11-21,230.5,344.78249999999997,18
13972,2,187,190.25,2011-05-22,2011-09-30,93.5,95.125,70
13973,1,109,264.7,2011-02-25,2011-02-25,109.0,264.7,287
13974,1,249,413.59,2011-10-21,2011-10-21,249.0,413.59,49
13975,6,1697,2461.24,2011-03-08,2011-11-08,282.8333333333333,410.20666666666665,31
13976,1,154,357.98,2011-05-17,2011-05-17,154.0,357.98,206
13978,2,315,196.79,2011-10-25,2011-11-25,157.5,98.395,14
13979,1,639,869.87,2011-09-27,2011-09-27,639.0,869.87,73
13980,1,172,200.14,2011-10-10,2011-10-10,172.0,200.14,60
13982,4,1136,1871.81,2010-12-09,2011-10-31,284.0,467.9525,39
13983,12,1183,2603.43,2010-12-08,2011-11-10,98.58333333333333,216.9525,29
13984,5,679,920.51,2010-12-08,2011-11-13,135.8,184.102,26
13985,15,3447,7060.13,2011-03-20,2011-12-05,229.8,470.67533333333336,4
13986,1,430,320.46,2011-11-22,2011-11-22,430.0,320.46,17
13988,6,3044,4147.96,2011-03-30,2011-11-20,507.3333333333333,691.3266666666667,19
13989,2,1313,1266.08,2011-04-14,2011-10-05,656.5,633.04,65
13990,1,190,311.3,2011-05-10,2011-05-10,190.0,311.3,213
13991,6,994,851.88,2011-07-19,2011-11-27,165.66666666666666,141.98,12
13992,1,64,76.8,2011-11-09,2011-11-09,64.0,76.8,30
13993,9,900,3466.36,2011-01-13,2011-10-28,100.0,385.1511111111111,42
13994,6,932,2274.14,2011-07-14,2011-12-06,155.33333333333334,379.0233333333333,3
13995,5,879,1393.69,2011-04-08,2011-11-24,175.8,278.738,15
13999,12,2243,3901.81,2010-12-13,2011-11-29,186.91666666666666,325.1508333333333,10
14000,1,710,635.66,2011-05-12,2011-05-12,710.0,635.66,211
14001,3,962,2043.08,2010-12-01,2011-10-25,320.6666666666667,681.0266666666666,45
14002,2,877,529.73,2011-07-06,2011-07-28,438.5,264.865,134
14004,7,2668,4582.64,2011-02-24,2011-10-27,381.14285714285717,654.6628571428572,43
14005,5,2478,2874.72,2011-05-08,2011-11-30,495.6,574.944,9
14006,3,641,962.19,2011-01-31,2011-08-16,213.66666666666666,320.73,115
14009,2,365,695.61,2011-05-18,2011-05-25,182.5,347.805,198
14012,1,160,328.8,2011-03-07,2011-03-07,160.0,328.8,277
14013,3,462,473.02,2011-03-09,2011-08-21,154.0,157.67333333333332,110
14014,1,1076,505.18,2011-09-23,2011-09-23,1076.0,505.18,77
14015,1,378,917.34,2011-10-18,2011-10-18,378.0,917.34,52
14016,4,2124,4291.21,2010-12-17,2011-07-01,531.0,1072.8025,161
14019,3,1037,1421.61,2011-07-24,2011-10-24,345.6666666666667,473.86999999999995,46
14020,2,441,642.8,2011-09-12,2011-11-23,220.5,321.4,16
14021,3,192,631.9,2011-03-28,2011-07-07,64.0,210.63333333333333,155
14022,1,487,440.0,2011-04-28,2011-04-28,487.0,440.0,225
14023,2,345,584.0699999999999,2011-04-03,2011-12-02,172.5,292.03499999999997,7
14024,2,150,327.7,2011-08-07,2011-08-10,75.0,163.85,121
14027,1,62,104.82,2011-10-10,2011-10-10,62.0,104.82,60
14029,2,198,467.66,2011-07-18,2011-10-07,99.0,233.83,63
