CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13090,9,13,8895.82,5,5,5,555,Champions
13091,29,1,345.82,4,1,2,412,Need Attention
13092,71,5,477.83,3,4,2,342,Others
13093,276,8,7832.47,1,5,5,155,At Risk
13094,22,12,1927.32,4,5,4,454,Potential Loyalist
13095,71,1,74.4,3,1,1,311,Need Attention
13097,33,10,6003.22,4,5,5,455,Potential Loyalist
13098,2,28,28882.44,5,5,5,555,Champions
13099,100,1,207.36,2,1,1,211,Lost
13101,235,1,101.19,1,1,1,111,Lost
13102,2,24,6424.09,5,5,5,555,Champions
13103,40,1,243.94,3,1,1,311,Need Attention
13104,4,6,1098.48,5,5,4,554,Loyal Customers
13106,134,1,76.5,2,1,1,211,Lost
13107,45,4,1531.62,3,4,4,344,Potential Loyalist
13108,373,1,350.06,1,1,2,112,Lost
13109,60,2,786.54,3,2,3,323,Others
13110,32,7,1488.67,4,5,4,454,Potential Loyalist
13113,1,24,12245.96,5,5,5,555,Champions
13115,12,4,2294.78,5,4,5,545,Loyal Customers
13116,139,1,501.14,2,1,3,213,Others
13117,22,8,984.91,4,5,4,454,Potential Loyalist
13118,20,5,1197.81,4,4,4,444,Potential Loyalist
13120,239,1,30.6,1,1,1,111,Lost
13121,270,1,283.73,1,1,2,112,Lost
13122,95,2,922.39,2,2,4,224,Others
13124,90,3,3756.33,2,3,5,235,Others
13126,5,8,2099.64,5,5,5,555,Champions
13127,78,1,259.17,2,1,2,212,Lost
13130,95,1,64.0,2,1,1,211,Lost
13131,24,3,1073.3,4,3,4,434,Potential Loyalist
13132,262,1,77.3,1,1,1,111,Lost
13133,274,2,109.8,1,2,1,121,Lost
13134,86,4,1793.58,2,4,4,244,At Risk
13135,197,1,3096.0,1,1,5,115,Others
13136,57,5,2607.61,3,4,5,345,Potential Loyalist
13137,11,8,3603.29,5,5,5,555,Champions
13138,23,6,962.39,4,5,4,454,Potential Loyalist
13139,17,7,5064.9400000000005,4,5,5,455,Potential Loyalist
13140,109,3,422.47,2,3,2,232,Hibernating
13141,85,5,2388.75,2,4,5,245,At Risk
13142,20,1,307.09000000000003,4,1,2,412,Need Attention
13144,333,1,110.95,1,1,1,111,Lost
13145,40,4,618.52,3,4,3,343,Potential Loyalist
13146,27,1,228.91,4,1,1,411,Need Attention
13147,11,4,712.8,5,4,3,543,Others
13148,30,12,3683.26,4,5,5,455,Potential Loyalist
13149,15,4,1676.06,5,4,4,544,Loyal Customers
13151,296,1,1257.87,1,1,4,114,Others
13153,6,1,486.22,5,1,3,513,New Customers
13155,34,4,971.76,3,4,4,344,Potential Loyalist
13157,50,4,1741.22,3,4,4,344,Potential Loyalist
13158,95,4,1201.06,2,4,4,244,At Risk
13159,9,4,1429.35,5,4,4,544,Loyal Customers
13160,23,1,91.8,4,1,1,411,Need Attention
13161,314,1,112.75,1,1,1,111,Lost
13162,123,4,1688.29,2,4,4,244,At Risk
13165,47,2,1021.48,3,2,4,324,Others
13166,284,1,417.2,1,1,2,112,Lost
13167,19,4,779.33,4,4,3,443,Potential Loyalist
13168,37,4,1299.59,3,4,4,344,Potential Loyalist
13169,64,2,712.88,3,2,3,323,Others
13170,27,1,108.81,4,1,1,411,Need Attention
13171,22,3,468.41,4,3,2,432,Promising
13173,5,2,353.65000000000003,5,2,2,522,Need Attention
13174,17,3,2738.82,4,3,5,435,Potential Loyalist
13176,47,1,481.49,3,1,2,312,Need Attention
13177,65,1,282.45,3,1,2,312,Need Attention
13178,27,11,5725.47,4,5,5,455,Potential Loyalist
13182,46,1,121.18,3,1,1,311,Need Attention
13183,8,9,3957.78,5,5,5,555,Champions
13184,15,10,1667.95,5,5,4,554,Loyal Customers
13185,268,1,71.4,1,1,1,111,Lost
13186,40,3,1575.89,3,3,4,334,Potential Loyalist
13187,338,1,236.02,1,1,1,111,Lost
13188,12,1,114.6,5,1,1,511,Need Attention
13189,19,2,260.68,4,2,2,422,Need Attention
13192,96,2,911.94,2,2,3,223,Others
13193,62,1,112.08,3,1,1,311,Need Attention
13194,136,1,60.7,2,1,1,211,Lost
13196,12,4,1797.78,5,4,4,544,Loyal Customers
13198,11,6,3401.24,5,5,5,555,Champions
13199,4,37,9802.12,5,5,5,555,Champions
13200,20,4,870.09,4,4,3,443,Potential Loyalist
13203,10,4,869.46,5,4,3,543,Others
13207,16,2,250.26,4,2,2,422,Need Attention
13208,60,5,1193.17,3,4,4,344,Potential Loyalist
13209,31,8,5891.61,4,5,5,455,Potential Loyalist
13210,94,1,353.48,2,1,2,212,Lost
13211,11,3,1095.42,5,3,4,534,Others
13212,20,3,786.83,4,3,3,433,Potential Loyalist
13213,57,5,1520.58,3,4,4,344,Potential Loyalist
13216,268,1,333.74,1,1,2,112,Lost
13217,123,3,533.98,2,3,3,233,Hibernating
13218,128,1,62.64,2,1,1,211,Lost
13220,79,4,819.2900000000001,2,4,3,243,Hibernating
13221,241,2,844.86,1,2,3,123,Others
13223,201,2,163.2,1,2,1,121,Lost
13224,61,2,2152.95,3,2,5,325,Others
13225,4,7,6463.84,5,5,5,555,Champions
13226,274,1,108.21,1,1,1,111,Lost
13227,202,1,257.7,1,1,2,112,Lost
13228,82,1,358.0,2,1,2,212,Lost
13229,226,1,160.95,1,1,1,111,Lost
13230,5,14,2755.63,5,5,5,555,Champions
13232,13,7,1327.75,5,5,4,554,Loyal Customers
13233,75,2,605.12,2,2,3,223,Others
13235,213,1,1031.07,1,1,4,114,Others
13236,25,2,744.85,4,2,3,423,Promising
13238,18,4,700.73,4,4,3,443,Potential Loyalist
13239,262,1,329.56,1,1,2,112,Lost
13240,97,4,648.7,2,4,3,243,Hibernating
13242,113,3,270.40000000000003,2,3,2,232,Hibernating
13243,204,1,585.12,1,1,3,113,Others
13244,93,1,121.74,2,1,1,211,Lost
13245,51,1,430.5,3,1,2,312,Need Attention
13246,19,6,1961.52,4,5,4,454,Potential Loyalist
13247,18,4,501.12,4,4,3,443,Potential Loyalist
13248,125,2,465.68,2,2,2,222,Lost
13249,93,3,711.41,2,3,3,233,Hibernating
13253,157,2,1030.4,2,2,4,224,Others
13255,10,2,399.51,5,2,2,522,Need Attention
13256,15,1,0.0,5,1,1,511,Need Attention
13258,12,3,672.83,5,3,3,533,New Customers
13259,62,1,283.18,3,1,2,312,Need Attention
13260,62,1,557.62,3,1,3,313,Others
13261,269,2,944.1,1,2,4,124,Others
13262,264,1,200.29,1,1,1,111,Lost
13263,2,34,7411.71,5,5,5,555,Champions
13265,54,5,2092.66,3,4,5,345,Potential Loyalist
13266,12,12,3834.26,5,5,5,555,Champions
13267,3,19,4521.49,5,5,5,555,Champions
13268,18,10,3152.71,4,5,5,455,Potential Loyalist
13269,2,15,5343.28,5,5,5,555,Champions
13270,367,1,590.0,1,1,3,113,Others
13271,38,1,211.49,3,1,1,311,Need Attention
13272,32,2,276.56,4,2,2,422,Need Attention
13273,114,1,138.98,2,1,1,211,Lost
13276,64,2,590.93,3,2,3,323,Others
13277,16,4,258.4,4,4,2,442,Others
13278,41,1,542.73,3,1,3,313,Others
13279,79,1,137.75,2,1,1,211,Lost
13280,123,3,798.46,2,3,3,233,Hibernating
13282,19,3,1132.14,4,3,4,434,Potential Loyalist
13283,60,2,93.66,3,2,1,321,Need Attention
13284,331,1,201.19,1,1,1,111,Lost
13285,24,4,2709.12,4,4,5,445,Potential Loyalist
13291,156,1,361.11,2,1,2,212,Lost
13292,39,2,578.94,3,2,3,323,Others
13294,190,2,873.74,1,2,3,123,Others
13295,360,1,201.2,1,1,1,111,Lost
13296,138,1,87.4,2,1,1,211,Lost
13297,8,4,2089.85,5,4,5,545,Loyal Customers
13298,2,1,360.0,5,1,2,512,Need Attention
13299,269,1,142.5,1,1,1,111,Lost
13300,170,1,371.89,2,1,2,212,Lost
13301,104,4,600.1899999999999,2,4,3,243,Hibernating
13302,156,1,63.75,2,1,1,211,Lost
13304,352,1,300.42,1,1,2,112,Lost
13305,5,10,2000.86,5,5,4,554,Loyal Customers
13307,121,1,15.0,2,1,1,211,Lost
13308,23,3,1385.51,4,3,4,434,Potential Loyalist
13309,8,5,1456.79,5,4,4,544,Loyal Customers
13310,29,3,1132.03,4,3,4,434,Potential Loyalist
13311,5,2,598.5699999999999,5,2,3,523,New Customers
13313,23,5,1555.32,4,4,4,444,Potential Loyalist
13314,2,3,775.9399999999999,5,3,3,533,New Customers
13316,38,4,5732.93,3,4,5,345,Potential Loyalist
13317,67,6,2273.68,3,5,5,355,Potential Loyalist
13318,2,3,640.76,5,3,3,533,New Customers
13319,6,26,10845.55,5,5,5,555,Champions
13320,79,4,1532.2,2,4,4,244,At Risk
13321,73,2,567.36,2,2,3,223,Others
13322,18,1,199.48,4,1,1,411,Need Attention
13323,4,5,787.85,5,4,3,543,Others
13324,37,10,7121.95,3,5,5,355,Potential Loyalist
13325,82,1,675.3,2,1,3,213,Others
13327,39,8,3627.77,3,5,5,355,Potential Loyalist
13328,317,1,1308.48,1,1,4,114,Others
13329,32,2,789.0,4,2,3,423,Promising
13330,93,3,1140.93,2,3,4,234,Others
13332,15,1,350.9,5,1,2,512,Need Attention
13334,83,3,3502.32,2,3,5,235,Others
13336,78,1,795.12,2,1,3,213,Others
13338,158,1,437.02,2,1,2,212,Lost
13339,201,1,860.12,1,1,3,113,Others
13340,46,7,10736.48,3,5,5,355,Potential Loyalist
13341,261,1,775.85,1,1,3,113,Others
13343,178,1,303.43,2,1,2,212,Lost
13344,68,3,2511.69,3,3,5,335,Potential Loyalist
13345,288,1,339.5,1,1,2,112,Lost
13347,71,1,291.36,3,1,2,312,Need Attention
13348,65,1,233.76,3,1,1,311,Need Attention
13349,11,1,197.32,5,1,1,511,Need Attention
13350,17,2,879.12,4,2,3,423,Promising
13351,67,1,323.94,3,1,2,312,Need Attention
13352,61,1,347.98,3,1,2,312,Need Attention
13354,72,1,743.53,3,1,3,313,Others
13355,123,1,674.7,2,1,3,213,Others
13356,81,1,768.24,2,1,3,213,Others
13357,258,1,609.4,1,1,3,113,Others
13358,269,1,389.03,1,1,2,112,Lost
13359,64,1,389.56,3,1,2,312,Need Attention
13362,10,4,3090.74,5,4,5,545,Loyal Customers
13363,18,2,892.5,4,2,3,423,Promising
13364,72,1,134.96,3,1,1,311,Need Attention
13365,34,2,2225.37,3,2,5,325,Others
13366,51,1,56.16,3,1,1,311,Need Attention
13368,257,2,573.4,1,2,3,123,Others
13369,366,1,258.28,1,1,2,112,Lost
13370,372,1,754.87,1,1,3,113,Others
13372,90,1,328.64,2,1,2,212,Lost
13373,61,3,3312.25,3,3,5,335,Potential Loyalist
13375,89,1,778.65,2,1,3,213,Others
13376,100,3,869.76,2,3,3,233,Hibernating
13379,27,3,572.56,4,3,3,433,Potential Loyalist
13381,32,6,3639.31,4,5,5,455,Potential Loyalist
13382,281,1,222.99,1,1,1,111,Lost
13384,31,7,4151.93,4,5,5,455,Potential Loyalist
13385,330,1,534.57,1,1,3,113,Others
13388,132,2,677.1,2,2,3,223,Others
13389,12,3,797.96,5,3,3,533,New Customers
13390,75,1,544.08,2,1,3,213,Others
13391,204,1,59.8,1,1,1,111,Lost
13394,2,8,2520.02,5,5,5,555,Champions
13395,186,1,307.72,1,1,2,112,Lost
13396,30,2,1360.99,4,2,4,424,Others
13397,73,5,1544.13,2,4,4,244,At Risk
13398,193,1,457.34,1,1,2,112,Lost
13402,128,2,621.23,2,2,3,223,Others
13403,18,1,75.0,4,1,1,411,Need Attention
13404,2,2,252.49,5,2,2,522,Need Attention
13405,205,2,557.45,1,2,3,123,Others
13408,2,62,28117.04,5,5,5,555,Champions
13410,25,5,1003.06,4,4,4,444,Potential Loyalist
13411,108,1,213.55,2,1,1,211,Lost
13414,134,3,1390.5,2,3,4,234,Others
13416,44,2,712.5,3,2,3,323,Others
13417,5,2,640.83,5,2,3,523,New Customers
13418,12,18,6127.43,5,5,5,555,Champions
13419,64,1,221.06,3,1,1,311,Need Attention
13420,150,2,159.85,2,2,1,221,Lost
13421,41,2,1823.21,3,2,4,324,Others
13422,65,1,2626.3,3,1,5,315,Others
13425,109,3,1624.21,2,3,4,234,Others
13426,1,10,3641.32,5,5,5,555,Champions
13427,20,3,582.6,4,3,3,433,Potential Loyalist
13428,11,1,201.78,5,1,1,511,Need Attention
13429,11,4,1006.8,5,4,4,544,Loyal Customers
13430,19,2,679.45,4,2,3,423,Promising
13431,68,2,1269.1,3,2,4,324,Others
13434,75,2,534.24,2,2,3,223,Others
13435,6,7,3809.89,5,5,5,555,Champions
13436,2,1,196.89,5,1,1,511,Need Attention
13437,15,7,3408.06,5,5,5,555,Champions
13439,256,1,283.71,1,1,2,112,Lost
13441,92,1,296.64,2,1,2,212,Lost
13447,24,3,1129.14,4,3,4,434,Potential Loyalist
13448,17,6,3534.69,4,5,5,455,Potential Loyalist
13449,24,1,291.88,4,1,2,412,Need Attention
13450,27,6,2043.72,4,5,5,455,Potential Loyalist
13451,27,5,2898.26,4,4,5,445,Potential Loyalist
13452,260,2,590.0,1,2,3,123,Others
13453,166,2,356.98,2,2,2,222,Lost
13455,25,2,1058.34,4,2,4,424,Others
13456,18,6,1766.72,4,5,4,454,Potential Loyalist
13458,8,14,9646.57,5,5,5,555,Champions
13460,30,2,183.44,4,2,1,421,Need Attention
13461,39,3,1445.0,3,3,4,334,Potential Loyalist
13462,253,1,151.5,1,1,1,111,Lost
13464,59,1,674.68,3,1,3,313,Others
13466,185,1,307.9,1,1,2,112,Lost
13467,11,2,1071.91,5,2,4,524,Others
13468,2,37,5704.97,5,5,5,555,Champions
13470,100,2,165.0,2,2,1,221,Lost
13471,2,4,2501.84,5,4,5,545,Loyal Customers
13473,61,2,422.64,3,2,2,322,Need Attention
13474,237,1,226.84,1,1,1,111,Lost
13475,192,4,1431.78,1,4,4,144,At Risk
13476,179,2,1238.47,2,2,4,224,Others
13477,38,6,1454.58,3,5,4,354,Potential Loyalist
13479,201,2,300.95,1,2,2,122,Lost
13481,46,5,1804.56,3,4,4,344,Potential Loyalist
13482,233,1,184.64,1,1,1,111,Lost
13483,66,1,140.34,3,1,1,311,Need Attention
13484,242,1,313.8,1,1,2,112,Lost
13485,234,1,454.24,1,1,2,112,Lost
13486,79,3,1122.41,2,3,4,234,Others
13487,58,3,575.4,3,3,3,333,Potential Loyalist
13488,18,13,8968.31,4,5,5,455,Potential Loyalist
13489,106,4,449.52,2,4,2,242,Hibernating
13491,52,10,1215.82,3,5,4,354,Potential Loyalist
13492,137,3,1269.84,2,3,4,234,Others
13493,276,2,498.63,1,2,3,123,Others
13494,312,1,316.26,1,1,2,112,Lost
13495,8,5,2044.87,5,4,5,545,Loyal Customers
13496,11,2,653.33,5,2,3,523,New Customers
13497,283,2,348.05,1,2,2,122,Lost
13499,18,5,1159.11,4,4,4,444,Potential Loyalist
13500,24,3,1166.77,4,3,4,434,Potential Loyalist
13501,289,1,1340.32,1,1,4,114,Others
13502,17,3,292.0,4,3,2,432,Promising
13503,72,1,216.85,3,1,1,311,Need Attention
13504,65,1,295.93,3,1,2,312,Need Attention
13505,73,4,3633.63,2,4,5,245,At Risk
13506,317,2,458.52,1,2,2,122,Lost
13507,4,4,2479.16,5,4,5,545,Loyal Customers
13508,244,1,110.97,1,1,1,111,Lost
13509,9,6,964.72,5,5,4,554,Loyal Customers
13510,2,4,1791.56,5,4,4,544,Loyal Customers
13512,261,1,251.21,1,1,2,112,Lost
13513,127,1,205.1,2,1,1,211,Lost
13514,74,1,152.2,2,1,1,211,Lost
13515,73,4,891.12,2,4,3,243,Hibernating
13516,22,3,1389.41,4,3,4,434,Potential Loyalist
13517,60,3,2128.42,3,3,5,335,Potential Loyalist
13518,86,1,627.16,2,1,3,213,Others
13519,79,1,122.75,2,1,1,211,Lost
13520,59,6,2984.35,3,5,5,355,Potential Loyalist
13521,2,3,1070.47,5,3,4,534,Others
13522,31,1,125.8,4,1,1,411,Need Attention
13523,34,5,3964.88,3,4,5,345,Potential Loyalist
13524,41,5,680.18,3,4,3,343,Potential Loyalist
13525,15,2,628.78,5,2,3,523,New Customers
13527,34,7,2242.36,3,5,5,355,Potential Loyalist
13529,79,2,307.76,2,2,2,222,Lost
13531,206,2,483.8,1,2,3,123,Others
13532,34,1,210.31,3,1,1,311,Need Attention
13533,183,3,269.09,1,3,2,132,Hibernating
13534,3,25,5870.08,5,5,5,555,Champions
13536,2,7,3444.39,5,5,5,555,Champions
13538,44,7,1280.85,3,5,4,354,Potential Loyalist
13539,86,3,631.34,2,3,3,233,Hibernating
13544,40,2,276.06,3,2,2,322,Need Attention
13546,13,3,621.09,5,3,3,533,New Customers
13548,97,2,678.16,2,2,3,223,Others
13549,26,7,918.2,4,5,3,453,Potential Loyalist
13551,320,1,91.8,1,1,1,111,Lost
13552,67,12,3740.07,3,5,5,355,Potential Loyalist
13555,74,4,4098.88,2,4,5,245,At Risk
13557,29,2,584.06,4,2,3,423,Promising
13558,6,4,594.52,5,4,3,543,Others
13560,8,1,171.42000000000002,5,1,1,511,Need Attention
13561,216,1,141.86,1,1,1,111,Lost
13562,82,3,1799.3300000000002,2,3,4,234,Others
13563,85,2,777.53,2,2,3,223,Others
13564,355,2,1174.03,1,2,4,124,Others
13565,20,2,240.22,4,2,1,421,Need Attention
13566,41,2,856.84,3,2,3,323,Others
13568,174,1,187.05,2,1,1,211,Lost
13569,18,2,337.12,4,2,2,422,Need Attention
13570,244,1,239.49,1,1,1,111,Lost
13571,13,12,2088.94,5,5,5,555,Champions
13572,206,1,1384.25,1,1,4,114,Others
13573,51,2,290.25,3,2,2,322,Need Attention
13575,24,5,732.07,4,4,3,443,Potential Loyalist
13576,11,18,6717.34,5,5,5,555,Champions
13577,26,4,1687.6,4,4,4,444,Potential Loyalist
13579,15,2,467.04,5,2,2,522,Need Attention
13581,310,1,118.0,1,1,1,111,Lost
13583,156,1,781.03,2,1,3,213,Others
13584,307,1,142.4,1,1,1,111,Lost
13587,64,1,712.4,3,1,3,313,Others
13588,16,9,2478.95,4,5,5,455,Potential Loyalist
13589,15,2,379.65,5,2,2,522,Need Attention
13590,12,6,1981.92,5,5,4,554,Loyal Customers
13591,65,3,1117.13,3,3,4,334,Potential Loyalist
13592,36,4,247.96,3,4,2,342,Others
13593,109,5,2011.88,2,4,4,244,At Risk
13594,53,1,396.97,3,1,2,312,Need Attention
13596,6,2,664.11,5,2,3,523,New Customers
13598,48,1,160.04,3,1,1,311,Need Attention
13599,2,21,5149.92,5,5,5,555,Champions
13600,313,1,219.52,1,1,1,111,Lost
13601,46,2,693.32,3,2,3,323,Others
13602,65,1,428.89,3,1,2,312,Need Attention
13603,27,1,164.34,4,1,1,411,Need Attention
13606,30,3,276.75,4,3,2,432,Promising
13607,41,1,675.51,3,1,3,313,Others
13610,13,7,1082.33,5,5,4,554,Loyal Customers
13611,90,3,1154.4,2,3,4,234,Others
13614,25,4,1585.46,4,4,4,444,Potential Loyalist
13615,319,1,417.69,1,1,2,112,Lost
13617,41,3,544.18,3,3,3,333,Potential Loyalist
13618,174,1,177.34,2,1,1,211,Lost
13621,117,1,213.85,2,1,1,211,Lost
13623,31,5,727.74,4,4,3,443,Potential Loyalist
13626,253,1,257.23,1,1,2,112,Lost
13627,60,5,1638.47,3,4,4,344,Potential Loyalist
13629,24,11,7792.36,4,5,5,455,Potential Loyalist
13630,6,7,2031.78,5,5,4,554,Loyal Customers
13631,100,11,3070.42,2,5,5,255,At Risk
13632,25,5,2118.93,4,4,5,445,Potential Loyalist
13634,34,5,1547.36,3,4,4,344,Potential Loyalist
13635,68,1,1071.03,3,1,4,314,Others
13636,37,5,949.12,3,4,4,344,Potential Loyalist
13637,53,3,803.05,3,3,3,333,Potential Loyalist
13638,16,1,122.64,4,1,1,411,Need Attention
13639,75,1,1033.34,2,1,4,214,Others
13642,216,1,312.28,1,1,2,112,Lost
13643,32,3,519.44,4,3,3,433,Potential Loyalist
13644,17,4,2624.26,4,4,5,445,Potential Loyalist
13645,121,1,252.1,2,1,2,212,Lost
13647,10,4,1648.12,5,4,4,544,Loyal Customers
13649,257,2,346.6,1,2,2,122,Lost
13650,17,6,1836.34,4,5,4,454,Potential Loyalist
13651,40,1,79.2,3,1,1,311,Need Attention
13652,46,3,1095.08,3,3,4,334,Potential Loyalist
13654,44,6,2707.33,3,5,5,355,Potential Loyalist
13655,115,2,932.97,2,2,4,224,Others
13656,165,2,379.65,2,2,2,222,Lost
13657,11,2,382.14,5,2,2,522,Need Attention
13658,10,5,2639.17,5,4,5,545,Loyal Customers
13659,206,2,1563.0,1,2,4,124,Others
13662,86,3,881.26,2,3,3,233,Hibernating
13663,180,1,189.47,2,1,1,211,Lost
13666,61,3,84.65,3,3,1,331,Others
13667,150,1,299.05,2,1,2,212,Lost
13668,3,21,6309.83,5,5,5,555,Champions
13669,51,2,218.55,3,2,1,321,Need Attention
13670,76,1,349.7,2,1,2,212,Lost
13672,302,2,186.39,1,2,1,121,Lost
13673,19,2,387.44,4,2,2,422,Need Attention
13675,152,2,486.82,2,2,3,223,Others
13678,152,1,232.6,2,1,1,211,Lost
13680,2,4,3719.12,5,4,5,545,Loyal Customers
13681,18,4,827.83,4,4,3,443,Potential Loyalist
13682,188,1,59.5,1,1,1,111,Lost
13684,286,1,65.13,1,1,1,111,Lost
13685,3,7,3119.44,5,5,5,555,Champions
13686,183,1,72.0,1,1,1,111,Lost
13689,64,1,910.0,3,1,3,313,Others
13690,60,1,172.25,3,1,1,311,Need Attention
13692,25,3,1488.32,4,3,4,434,Potential Loyalist
13694,4,50,65039.62,5,5,5,555,Champions
13695,32,15,2504.13,4,5,5,455,Potential Loyalist
13697,39,1,151.3,3,1,1,311,Need Attention
13699,156,1,308.58,2,1,2,212,Lost
13700,27,10,2248.63,4,5,5,455,Potential Loyalist
13703,319,1,99.5,1,1,1,111,Lost
13704,6,9,2308.06,5,5,5,555,Champions
13705,8,3,711.86,5,3,3,533,New Customers
13706,303,1,330.79,1,1,2,112,Lost
13707,268,2,806.41,1,2,3,123,Others
13708,272,1,283.33,1,1,2,112,Lost
13709,4,13,6307.65,5,5,5,555,Champions
13710,32,1,180.48,4,1,1,411,Need Attention
13711,219,2,252.06,1,2,2,122,Lost
13712,247,1,228.84,1,1,1,111,Lost
13715,282,5,1077.39,1,4,4,144,At Risk
13716,270,1,138.28,1,1,1,111,Lost
13717,33,6,1445.01,4,5,4,454,Potential Loyalist
13718,247,2,306.55,1,2,2,122,Lost
13719,16,5,1041.68,4,4,4,444,Potential Loyalist
13720,117,4,799.9,2,4,3,243,Hibernating
13721,37,1,524.14,3,1,3,313,Others
13722,132,3,2375.41,2,3,5,235,Others
13723,218,1,199.85,1,1,1,111,Lost
13725,50,8,1980.56,3,5,4,354,Potential Loyalist
13726,39,2,1079.66,3,2,4,324,Others
13727,29,2,333.48,4,2,2,422,Need Attention
13728,37,6,1016.14,3,5,4,354,Potential Loyalist
13730,136,2,752.6,2,2,3,223,Others
13731,220,2,610.59,1,2,3,123,Others
13732,29,1,491.86,4,1,3,413,Promising
13735,25,4,2883.54,4,4,5,445,Potential Loyalist
13736,6,2,729.8,5,2,3,523,New Customers
13737,201,1,339.6,1,1,2,112,Lost
13739,19,1,216.9,4,1,1,411,Need Attention
13740,241,1,350.75,1,1,2,112,Lost
13741,72,3,668.43,3,3,3,333,Potential Loyalist
13742,17,12,3107.87,4,5,5,455,Potential Loyalist
13743,3,7,1341.6,5,5,4,554,Loyal Customers
13744,96,2,1080.52,2,2,4,224,Others
13745,163,1,300.04,2,1,2,212,Lost
13747,374,1,79.6,1,1,1,111,Lost
13748,96,5,948.25,2,4,4,244,At Risk
13750,54,5,1647.26,3,4,4,344,Potential Loyalist
13751,289,1,296.25,1,1,2,112,Lost
13752,125,6,1175.38,2,5,4,254,At Risk
13753,288,1,741.26,1,1,3,113,Others
13754,152,2,282.6,2,2,2,222,Lost
13755,4,9,2108.06,5,5,5,555,Champions
13756,3,14,5189.52,5,5,5,555,Champions
13758,12,7,3190.55,5,5,5,555,Champions
13759,34,2,659.41,3,2,3,323,Others
13760,55,2,286.79,3,2,2,322,Need Attention
13761,51,2,1070.65,3,2,4,324,Others
13762,219,1,306.72,1,1,2,112,Lost
13763,64,1,1714.96,3,1,4,314,Others
13764,71,3,1516.42,3,3,4,334,Potential Loyalist
13767,3,37,17220.36,5,5,5,555,Champions
13769,3,10,2796.51,5,5,5,555,Champions
13771,65,4,2634.45,3,4,5,345,Potential Loyalist
13772,34,3,1122.63,3,3,4,334,Potential Loyalist
13774,82,1,345.0,2,1,2,212,Lost
13777,1,33,25977.16,5,5,5,555,Champions
13778,104,1,178.7,2,1,1,211,Lost
13780,8,2,360.01,5,2,2,522,Need Attention
13781,251,1,127.84,1,1,1,111,Lost
13782,13,6,908.86,5,5,3,553,Others
13784,10,11,2462.79,5,5,5,555,Champions
13786,368,1,230.4,1,1,1,111,Lost
13787,76,2,309.04,2,2,2,222,Lost
13790,5,1,348.8,5,1,2,512,Need Attention
13791,128,2,1516.0,2,2,4,224,Others
13792,67,2,195.55,3,2,1,321,Need Attention
13798,2,57,37153.85,5,5,5,555,Champions
13799,117,2,688.86,2,2,3,223,Others
13800,310,1,558.3199999999999,1,1,3,113,Others
13801,67,1,324.8,3,1,2,312,Need Attention
13802,139,3,4599.42,2,3,5,235,Others
13803,256,1,277.07,1,1,2,112,Lost
13804,31,7,2588.39,4,5,5,455,Potential Loyalist
13805,53,2,924.6,3,2,4,324,Others
13806,64,1,256.38,3,1,2,312,Need Attention
13807,368,1,112.6,1,1,1,111,Lost
13808,6,5,1747.66,5,4,4,544,Loyal Customers
13809,306,1,155.05,1,1,1,111,Lost
13810,29,2,827.51,4,2,3,423,Promising
13811,184,2,519.75,1,2,3,123,Others
13812,43,3,485.0,3,3,3,333,Potential Loyalist
13813,40,4,1168.86,3,4,4,344,Potential Loyalist
13814,93,2,1579.12,2,2,4,224,Others
13815,23,4,3667.36,4,4,5,445,Potential Loyalist
13816,24,2,499.67,4,2,3,423,Promising
13817,30,2,328.98,4,2,2,422,Need Attention
13819,302,3,1140.35,1,3,4,134,Others
13821,145,2,385.64,2,2,2,222,Lost
13822,6,2,632.0,5,2,3,523,New Customers
13823,19,2,957.66,4,2,4,424,Others
13824,33,5,1698.94,4,4,4,444,Potential Loyalist
13826,177,1,189.5,2,1,1,211,Lost
13827,58,3,409.8,3,3,2,332,Others
13828,23,1,209.49,4,1,1,411,Need Attention
13831,17,6,2198.45,4,5,5,455,Potential Loyalist
13832,20,1,52.2,4,1,1,411,Need Attention
13833,160,1,383.85,2,1,2,212,Lost
13835,26,4,834.57,4,4,3,443,Potential Loyalist
13837,212,2,266.59,1,2,2,122,Lost
13838,6,4,674.82,5,4,3,543,Others
13841,253,1,85.0,1,1,1,111,Lost
13842,59,9,3385.62,3,5,5,355,Potential Loyalist
13844,12,1,361.62,5,1,2,512,Need Attention
13845,65,1,312.98,3,1,2,312,Need Attention
13846,25,3,865.06,4,3,3,433,Potential Loyalist
13848,93,3,1255.0,2,3,4,234,Others
13849,52,2,1537.95,3,2,4,324,Others
13850,130,1,1595.48,2,1,4,214,Others
13851,96,3,2651.46,2,3,5,235,Others
13853,58,1,1090.14,3,1,4,314,Others
13854,9,25,8109.519999999999,5,5,5,555,Champions
13856,169,3,388.5,2,3,2,232,Hibernating
13858,58,1,216.17,3,1,1,311,Need Attention
13859,327,1,201.16,1,1,1,111,Lost
13860,2,5,1245.9,5,4,4,544,Loyal Customers
13862,19,8,2209.36,4,5,5,455,Potential Loyalist
13863,248,1,305.78,1,1,2,112,Lost
13865,59,4,501.56,3,4,3,343,Potential Loyalist
13866,75,1,145.67,2,1,1,211,Lost
13867,32,3,1005.09,4,3,4,434,Potential Loyalist
